species,gene_id,n_timepoints,min_consensus,mean_consensus,all_high_consensus,n_distinct_consensus,consensus_by_tp,tp1_exon,tp2_exon,tp3_exon,tp4_exon,shift_category
Acropora pulchra,FUN_007609,4,1,1,TRUE,2,TP1:35952; TP2:35953; TP3:35953; TP4:35953,35952,35953,35953,35953,Timepoint-Coordinated
Acropora pulchra,FUN_007614,2,1,1,TRUE,2,TP3:35963; TP4:35962,NA,NA,35963,35962,Timepoint-Coordinated
Acropora pulchra,FUN_007637,2,1,1,TRUE,2,TP2:36020; TP3:36019,NA,36020,36019,NA,Timepoint-Coordinated
Acropora pulchra,FUN_007650,4,1,1,TRUE,2,TP1:36066; TP2:36065; TP3:36066; TP4:36065,36066,36065,36066,36065,Timepoint-Coordinated
Acropora pulchra,FUN_007657,3,0.75,0.9166666666666666,TRUE,2,TP1:36111; TP3:36110; TP4:36111,36111,NA,36110,36111,Timepoint-Coordinated
Acropora pulchra,FUN_007713,2,1,1,TRUE,2,TP2:36422; TP3:36421,NA,36422,36421,NA,Timepoint-Coordinated
Acropora pulchra,FUN_007742,3,1,1,TRUE,2,TP2:36479; TP3:36479; TP4:36480,NA,36479,36479,36480,Timepoint-Coordinated
Acropora pulchra,FUN_007745,4,1,1,TRUE,2,TP1:36489; TP2:36489; TP3:36489; TP4:36491,36489,36489,36489,36491,Timepoint-Coordinated
Acropora pulchra,FUN_007829,4,0.7,0.798015873015873,TRUE,2,TP1:36991; TP2:36990; TP3:36990; TP4:36990,36991,36990,36990,36990,Timepoint-Coordinated
Acropora pulchra,FUN_007846,4,0.7,0.8,TRUE,2,TP1:37137; TP2:37135; TP3:37135; TP4:37137,37137,37135,37135,37137,Timepoint-Coordinated
Acropora pulchra,FUN_007878,3,0.75,0.9166666666666666,TRUE,2,TP1:37377; TP2:37378; TP3:37377,37377,37378,37377,NA,Timepoint-Coordinated
Acropora pulchra,FUN_007919,4,0.7,0.8,TRUE,2,TP1:37598; TP2:37596; TP3:37596; TP4:37598,37598,37596,37596,37598,Timepoint-Coordinated
Acropora pulchra,FUN_008149,4,0.7,0.8,TRUE,2,TP1:39145; TP2:39146; TP3:39145; TP4:39145,39145,39146,39145,39145,Timepoint-Coordinated
Acropora pulchra,FUN_008162,3,1,1,TRUE,2,TP1:39191; TP2:39189; TP3:39189,39191,39189,39189,NA,Timepoint-Coordinated
Acropora pulchra,FUN_008318,4,0.75,0.9375,TRUE,2,TP1:40029; TP2:40029; TP3:40030; TP4:40029,40029,40029,40030,40029,Timepoint-Coordinated
Acropora pulchra,FUN_008372,4,0.7,0.85,TRUE,2,TP1:40468; TP2:40469; TP3:40469; TP4:40468,40468,40469,40469,40468,Timepoint-Coordinated
Acropora pulchra,FUN_008380,3,1,1,TRUE,2,TP1:40505; TP2:40508; TP3:40508,40505,40508,40508,NA,Timepoint-Coordinated
Acropora pulchra,FUN_008446,4,0.7,0.75,TRUE,2,TP1:41022; TP2:41021; TP3:41021; TP4:41022,41022,41021,41021,41022,Timepoint-Coordinated
Acropora pulchra,FUN_008481,4,0.7142857142857143,0.8285714285714286,TRUE,2,TP1:41294; TP2:41293; TP3:41293; TP4:41294,41294,41293,41293,41294,Timepoint-Coordinated
Acropora pulchra,FUN_008528,3,0.75,0.8333333333333334,TRUE,2,TP1:41637; TP3:41637; TP4:41636,41637,NA,41637,41636,Timepoint-Coordinated
Acropora pulchra,FUN_008586,4,1,1,TRUE,2,TP1:42038; TP2:42038; TP3:42038; TP4:42039,42038,42038,42038,42039,Timepoint-Coordinated
Acropora pulchra,FUN_008587,4,1,1,TRUE,2,TP1:42046; TP2:42046; TP3:42046; TP4:42045,42046,42046,42046,42045,Timepoint-Coordinated
Acropora pulchra,FUN_008597,3,1,1,TRUE,2,TP1:42150; TP3:42150; TP4:42149,42150,NA,42150,42149,Timepoint-Coordinated
Acropora pulchra,FUN_008600,4,1,1,TRUE,2,TP1:42165; TP2:42165; TP3:42165; TP4:42164,42165,42165,42165,42164,Timepoint-Coordinated
Acropora pulchra,FUN_008626,4,1,1,TRUE,2,TP1:42358; TP2:42357; TP3:42358; TP4:42358,42358,42357,42358,42358,Timepoint-Coordinated
Acropora pulchra,FUN_008690,2,1,1,TRUE,2,TP3:42682; TP4:42683,NA,NA,42682,42683,Timepoint-Coordinated
Acropora pulchra,FUN_008716,4,0.7,0.825,TRUE,2,TP1:42905; TP2:42898; TP3:42905; TP4:42905,42905,42898,42905,42905,Timepoint-Coordinated
Acropora pulchra,FUN_008777,3,1,1,TRUE,2,TP1:43303; TP3:43303; TP4:43301,43303,NA,43303,43301,Timepoint-Coordinated
Acropora pulchra,FUN_008814,4,0.8333333333333334,0.9166666666666667,TRUE,2,TP1:43472; TP2:43473; TP3:43472; TP4:43472,43472,43473,43472,43472,Timepoint-Coordinated
Acropora pulchra,FUN_008822,2,1,1,TRUE,2,TP1:43491; TP2:43490,43491,43490,NA,NA,Timepoint-Coordinated
Acropora pulchra,FUN_008825,4,1,1,TRUE,2,TP1:43497; TP2:43498; TP3:43498; TP4:43497,43497,43498,43498,43497,Timepoint-Coordinated
Acropora pulchra,FUN_008837,2,1,1,TRUE,2,TP2:43520; TP4:43521,NA,43520,NA,43521,Timepoint-Coordinated
Acropora pulchra,FUN_008969,4,0.8,0.875,TRUE,2,TP1:44445; TP2:44446; TP3:44446; TP4:44445,44445,44446,44446,44445,Timepoint-Coordinated
Acropora pulchra,FUN_008982,3,1,1,TRUE,2,TP1:44554; TP3:44555; TP4:44554,44554,NA,44555,44554,Timepoint-Coordinated
Acropora pulchra,FUN_009029,2,1,1,TRUE,2,TP1:44932; TP2:44931,44932,44931,NA,NA,Timepoint-Coordinated
Acropora pulchra,FUN_009030,4,1,1,TRUE,2,TP1:44933; TP2:44934; TP3:44933; TP4:44933,44933,44934,44933,44933,Timepoint-Coordinated
Acropora pulchra,FUN_009064,2,1,1,TRUE,2,TP1:45190; TP2:45189,45190,45189,NA,NA,Timepoint-Coordinated
Acropora pulchra,FUN_009065,4,1,1,TRUE,2,TP1:45191; TP2:45192; TP3:45192; TP4:45192,45191,45192,45192,45192,Timepoint-Coordinated
Acropora pulchra,FUN_009073,4,0.8,0.9083333333333333,TRUE,2,TP1:45214; TP2:45215; TP3:45215; TP4:45215,45214,45215,45215,45215,Timepoint-Coordinated
Acropora pulchra,FUN_009086,4,1,1,TRUE,2,TP1:45258; TP2:45257; TP3:45257; TP4:45258,45258,45257,45257,45258,Timepoint-Coordinated
Acropora pulchra,FUN_009092,2,1,1,TRUE,2,TP1:45272; TP3:45273,45272,NA,45273,NA,Timepoint-Coordinated
Acropora pulchra,FUN_009158,2,1,1,TRUE,2,TP1:45453; TP4:45451,45453,NA,NA,45451,Timepoint-Coordinated
Acropora pulchra,FUN_009172,2,1,1,TRUE,2,TP2:45481; TP3:45482,NA,45481,45482,NA,Timepoint-Coordinated
Acropora pulchra,FUN_009203,3,0.8333333333333334,0.9444444444444444,TRUE,2,TP2:45566; TP3:45566; TP4:45565,NA,45566,45566,45565,Timepoint-Coordinated
Acropora pulchra,FUN_009205,3,0.8333333333333334,0.9444444444444444,TRUE,2,TP2:45569; TP3:45569; TP4:45570,NA,45569,45569,45570,Timepoint-Coordinated
Acropora pulchra,FUN_009226,2,1,1,TRUE,2,TP2:45646; TP3:45645,NA,45646,45645,NA,Timepoint-Coordinated
Acropora pulchra,FUN_009252,2,1,1,TRUE,2,TP1:45760; TP2:45761,45760,45761,NA,NA,Timepoint-Coordinated
Acropora pulchra,FUN_009451,2,1,1,TRUE,2,TP2:46787; TP3:46785,NA,46787,46785,NA,Timepoint-Coordinated
Acropora pulchra,FUN_009471,2,1,1,TRUE,2,TP1:46896; TP4:46898,46896,NA,NA,46898,Timepoint-Coordinated
Acropora pulchra,FUN_009496,4,1,1,TRUE,2,TP1:46981; TP2:46982; TP3:46982; TP4:46981,46981,46982,46982,46981,Timepoint-Coordinated
Acropora pulchra,FUN_009594,4,1,1,TRUE,2,TP1:47297; TP2:47296; TP3:47297; TP4:47297,47297,47296,47297,47297,Timepoint-Coordinated
Acropora pulchra,FUN_009596,3,1,1,TRUE,2,TP1:47302; TP2:47302; TP3:47300,47302,47302,47300,NA,Timepoint-Coordinated
Acropora pulchra,FUN_009685,3,1,1,TRUE,2,TP2:47619; TP3:47619; TP4:47621,NA,47619,47619,47621,Timepoint-Coordinated
Acropora pulchra,FUN_009701,2,1,1,TRUE,2,TP2:47668; TP3:47667,NA,47668,47667,NA,Timepoint-Coordinated
Acropora pulchra,FUN_009740,2,1,1,TRUE,2,TP3:47787; TP4:47788,NA,NA,47787,47788,Timepoint-Coordinated
Acropora pulchra,FUN_009742,3,1,1,TRUE,3,TP2:47794; TP3:47793; TP4:47792,NA,47794,47793,47792,Timepoint-Coordinated
Acropora pulchra,FUN_009743,4,1,1,TRUE,4,TP1:47797; TP2:47795; TP3:47804; TP4:47803,47797,47795,47804,47803,Timepoint-Coordinated
Acropora pulchra,FUN_009749,4,1,1,TRUE,2,TP1:47820; TP2:47820; TP3:47820; TP4:47819,47820,47820,47820,47819,Timepoint-Coordinated
Acropora pulchra,FUN_009789,4,1,1,TRUE,2,TP1:47994; TP2:47994; TP3:47994; TP4:47995,47994,47994,47994,47995,Timepoint-Coordinated
Acropora pulchra,FUN_009814,3,1,1,TRUE,2,TP1:48059; TP2:48060; TP4:48059,48059,48060,NA,48059,Timepoint-Coordinated
Acropora pulchra,FUN_009879,4,1,1,TRUE,2,TP1:48340; TP2:48340; TP3:48339; TP4:48340,48340,48340,48339,48340,Timepoint-Coordinated
Acropora pulchra,FUN_009880,3,1,1,TRUE,2,TP1:48342; TP2:48341; TP3:48341,48342,48341,48341,NA,Timepoint-Coordinated
Acropora pulchra,FUN_009915,4,1,1,TRUE,3,TP1:48414; TP2:48412; TP3:48411; TP4:48412,48414,48412,48411,48412,Timepoint-Coordinated
Acropora pulchra,FUN_009949,4,0.75,0.9375,TRUE,2,TP1:48461; TP2:48461; TP3:48461; TP4:48462,48461,48461,48461,48462,Timepoint-Coordinated
Acropora pulchra,FUN_009958,2,1,1,TRUE,2,TP2:48481; TP3:48482,NA,48481,48482,NA,Timepoint-Coordinated
Acropora pulchra,FUN_010040,2,1,1,TRUE,2,TP2:48659; TP3:48658,NA,48659,48658,NA,Timepoint-Coordinated
Acropora pulchra,FUN_010057,3,1,1,TRUE,2,TP1:48694; TP2:48693; TP3:48694,48694,48693,48694,NA,Timepoint-Coordinated
Acropora pulchra,FUN_010073,3,1,1,TRUE,2,TP1:48727; TP2:48728; TP4:48728,48727,48728,NA,48728,Timepoint-Coordinated
Acropora pulchra,FUN_010094,2,1,1,TRUE,2,TP3:48781; TP4:48782,NA,NA,48781,48782,Timepoint-Coordinated
Acropora pulchra,FUN_010111,2,1,1,TRUE,2,TP3:48818; TP4:48816,NA,NA,48818,48816,Timepoint-Coordinated
Acropora pulchra,FUN_010152,2,1,1,TRUE,2,TP2:48900; TP3:48902,NA,48900,48902,NA,Timepoint-Coordinated
Acropora pulchra,FUN_010156,2,1,1,TRUE,2,TP1:48924; TP2:48914,48924,48914,NA,NA,Timepoint-Coordinated
Acropora pulchra,FUN_010162,2,1,1,TRUE,2,TP3:48943; TP4:48940,NA,NA,48943,48940,Timepoint-Coordinated
Acropora pulchra,FUN_010164,3,1,1,TRUE,2,TP1:48948; TP2:48949; TP4:48949,48948,48949,NA,48949,Timepoint-Coordinated
Acropora pulchra,FUN_010501,2,1,1,TRUE,2,TP2:49575; TP3:49574,NA,49575,49574,NA,Timepoint-Coordinated
Acropora pulchra,FUN_010650,2,1,1,TRUE,2,TP1:50368; TP3:50367,50368,NA,50367,NA,Timepoint-Coordinated
Acropora pulchra,FUN_010857,4,1,1,TRUE,2,TP1:51760; TP2:51760; TP3:51760; TP4:51759,51760,51760,51760,51759,Timepoint-Coordinated
Acropora pulchra,FUN_010892,4,1,1,TRUE,2,TP1:51944; TP2:51943; TP3:51943; TP4:51944,51944,51943,51943,51944,Timepoint-Coordinated
Acropora pulchra,FUN_011062,4,1,1,TRUE,2,TP1:52871; TP2:52871; TP3:52870; TP4:52871,52871,52871,52870,52871,Timepoint-Coordinated
Acropora pulchra,FUN_011093,3,0.8,0.9333333333333333,TRUE,2,TP1:52938; TP2:52938; TP3:52937,52938,52938,52937,NA,Timepoint-Coordinated
Acropora pulchra,FUN_011197,3,1,1,TRUE,2,TP1:53175; TP2:53176; TP4:53175,53175,53176,NA,53175,Timepoint-Coordinated
Acropora pulchra,FUN_011203,2,1,1,TRUE,2,TP2:53184; TP4:53183,NA,53184,NA,53183,Timepoint-Coordinated
Acropora pulchra,FUN_011229,4,1,1,TRUE,2,TP1:53235; TP2:53234; TP3:53235; TP4:53235,53235,53234,53235,53235,Timepoint-Coordinated
Acropora pulchra,FUN_011244,3,1,1,TRUE,2,TP2:53265; TP3:53264; TP4:53264,NA,53265,53264,53264,Timepoint-Coordinated
Acropora pulchra,FUN_011265,3,1,1,TRUE,2,TP1:53364; TP3:53363; TP4:53363,53364,NA,53363,53363,Timepoint-Coordinated
Acropora pulchra,FUN_011360,3,1,1,TRUE,2,TP1:53762; TP2:53763; TP3:53762,53762,53763,53762,NA,Timepoint-Coordinated
Acropora pulchra,FUN_011425,2,1,1,TRUE,2,TP1:53974; TP2:53973,53974,53973,NA,NA,Timepoint-Coordinated
Acropora pulchra,FUN_011506,3,1,1,TRUE,2,TP1:54130; TP3:54131; TP4:54131,54130,NA,54131,54131,Timepoint-Coordinated
Acropora pulchra,FUN_011512,4,1,1,TRUE,2,TP1:54145; TP2:54145; TP3:54144; TP4:54145,54145,54145,54144,54145,Timepoint-Coordinated
Acropora pulchra,FUN_011598,3,1,1,TRUE,2,TP1:54274; TP3:54274; TP4:54275,54274,NA,54274,54275,Timepoint-Coordinated
Acropora pulchra,FUN_011621,3,1,1,TRUE,2,TP1:54314; TP3:54313; TP4:54313,54314,NA,54313,54313,Timepoint-Coordinated
Acropora pulchra,FUN_011632,2,1,1,TRUE,2,TP1:54335; TP3:54336,54335,NA,54336,NA,Timepoint-Coordinated
Acropora pulchra,FUN_011653,3,1,1,TRUE,2,TP1:54367; TP3:54367; TP4:54368,54367,NA,54367,54368,Timepoint-Coordinated
Acropora pulchra,FUN_011720,4,0.7,0.7375,TRUE,2,TP1:54689; TP2:54690; TP3:54689; TP4:54689,54689,54690,54689,54689,Timepoint-Coordinated
Acropora pulchra,FUN_011760,4,0.75,0.9375,TRUE,2,TP1:55061; TP2:55061; TP3:55062; TP4:55061,55061,55061,55062,55061,Timepoint-Coordinated
Acropora pulchra,FUN_011969,4,0.75,0.9375,TRUE,3,TP1:56605; TP2:56603; TP3:56603; TP4:56601,56605,56603,56603,56601,Timepoint-Coordinated
Acropora pulchra,FUN_012002,4,0.75,0.8375,TRUE,2,TP1:56786; TP2:56786; TP3:56785; TP4:56786,56786,56786,56785,56786,Timepoint-Coordinated
Acropora pulchra,FUN_012053,3,1,1,TRUE,2,TP1:57156; TP3:57156; TP4:57155,57156,NA,57156,57155,Timepoint-Coordinated
Acropora pulchra,FUN_012105,4,0.7,0.825,TRUE,2,TP1:57421; TP2:57420; TP3:57420; TP4:57421,57421,57420,57420,57421,Timepoint-Coordinated
Acropora pulchra,FUN_012133,3,1,1,TRUE,2,TP1:57656; TP2:57657; TP3:57656,57656,57657,57656,NA,Timepoint-Coordinated
Acropora pulchra,FUN_012148,2,1,1,TRUE,2,TP3:57763; TP4:57764,NA,NA,57763,57764,Timepoint-Coordinated
Acropora pulchra,FUN_012198,3,1,1,TRUE,2,TP1:58290; TP2:58290; TP3:58289,58290,58290,58289,NA,Timepoint-Coordinated
Acropora pulchra,FUN_012206,2,1,1,TRUE,2,TP1:58306; TP3:58307,58306,NA,58307,NA,Timepoint-Coordinated
Acropora pulchra,FUN_012210,2,1,1,TRUE,2,TP1:58317; TP3:58318,58317,NA,58318,NA,Timepoint-Coordinated
Acropora pulchra,FUN_012220,4,1,1,TRUE,2,TP1:58361; TP2:58361; TP3:58360; TP4:58361,58361,58361,58360,58361,Timepoint-Coordinated
Acropora pulchra,FUN_012236,4,0.8,0.8500000000000001,TRUE,2,TP1:58446; TP2:58447; TP3:58446; TP4:58446,58446,58447,58446,58446,Timepoint-Coordinated
Acropora pulchra,FUN_012249,3,1,1,TRUE,2,TP1:58555; TP2:58556; TP3:58556,58555,58556,58556,NA,Timepoint-Coordinated
Acropora pulchra,FUN_012271,4,0.7,0.775,TRUE,2,TP1:58753; TP2:58745; TP3:58745; TP4:58753,58753,58745,58745,58753,Timepoint-Coordinated
Acropora pulchra,FUN_012521,4,0.7,0.8,TRUE,2,TP1:60365; TP2:60361; TP3:60365; TP4:60365,60365,60361,60365,60365,Timepoint-Coordinated
Acropora pulchra,FUN_012536,4,0.7,0.775,TRUE,2,TP1:60484; TP2:60483; TP3:60483; TP4:60483,60484,60483,60483,60483,Timepoint-Coordinated
Acropora pulchra,FUN_012559,4,1,1,TRUE,2,TP1:60670; TP2:60670; TP3:60670; TP4:60669,60670,60670,60670,60669,Timepoint-Coordinated
Acropora pulchra,FUN_012567,4,0.7,0.725,TRUE,2,TP1:60710; TP2:60709; TP3:60709; TP4:60710,60710,60709,60709,60710,Timepoint-Coordinated
Acropora pulchra,FUN_012574,3,1,1,TRUE,2,TP2:60737; TP3:60738; TP4:60737,NA,60737,60738,60737,Timepoint-Coordinated
Acropora pulchra,FUN_012576,3,1,1,TRUE,2,TP1:60750; TP2:60749; TP3:60750,60750,60749,60750,NA,Timepoint-Coordinated
Acropora pulchra,FUN_012577,3,1,1,TRUE,2,TP2:60753; TP3:60753; TP4:60754,NA,60753,60753,60754,Timepoint-Coordinated
Acropora pulchra,FUN_012579,4,0.75,0.875,TRUE,2,TP1:60757; TP2:60758; TP3:60758; TP4:60757,60757,60758,60758,60757,Timepoint-Coordinated
Acropora pulchra,FUN_012584,4,0.75,0.9375,TRUE,2,TP1:60775; TP2:60774; TP3:60775; TP4:60775,60775,60774,60775,60775,Timepoint-Coordinated
Acropora pulchra,FUN_012615,3,1,1,TRUE,2,TP1:60965; TP2:60966; TP3:60966,60965,60966,60966,NA,Timepoint-Coordinated
Acropora pulchra,FUN_012620,4,1,1,TRUE,2,TP1:60988; TP2:60988; TP3:60988; TP4:60987,60988,60988,60988,60987,Timepoint-Coordinated
Acropora pulchra,FUN_012647,2,1,1,TRUE,2,TP2:61168; TP3:61169,NA,61168,61169,NA,Timepoint-Coordinated
Acropora pulchra,FUN_012705,4,0.7,0.825,TRUE,2,TP1:61538; TP2:61536; TP3:61536; TP4:61538,61538,61536,61536,61538,Timepoint-Coordinated
Acropora pulchra,FUN_012715,4,0.7142857142857143,0.7535714285714286,TRUE,2,TP1:61579; TP2:61579; TP3:61578; TP4:61579,61579,61579,61578,61579,Timepoint-Coordinated
Acropora pulchra,FUN_012734,2,0.75,0.875,TRUE,2,TP2:61617; TP3:61618,NA,61617,61618,NA,Timepoint-Coordinated
Acropora pulchra,FUN_012760,2,1,1,TRUE,2,TP3:61710; TP4:61711,NA,NA,61710,61711,Timepoint-Coordinated
Acropora pulchra,FUN_012797,2,1,1,TRUE,2,TP3:62046; TP4:62047,NA,NA,62046,62047,Timepoint-Coordinated
Acropora pulchra,FUN_012815,2,1,1,TRUE,2,TP2:62114; TP3:62111,NA,62114,62111,NA,Timepoint-Coordinated
Acropora pulchra,FUN_012819,2,1,1,TRUE,2,TP2:62129; TP3:62127,NA,62129,62127,NA,Timepoint-Coordinated
Acropora pulchra,FUN_012837,2,1,1,TRUE,2,TP2:62160; TP3:62158,NA,62160,62158,NA,Timepoint-Coordinated
Acropora pulchra,FUN_012888,2,1,1,TRUE,2,TP2:62299; TP3:62300,NA,62299,62300,NA,Timepoint-Coordinated
Acropora pulchra,FUN_012922,3,1,1,TRUE,2,TP1:62377; TP2:62378; TP3:62378,62377,62378,62378,NA,Timepoint-Coordinated
Acropora pulchra,FUN_012929,3,1,1,TRUE,2,TP1:62395; TP2:62394; TP3:62395,62395,62394,62395,NA,Timepoint-Coordinated
Acropora pulchra,FUN_012933,3,1,1,TRUE,2,TP1:62405; TP2:62405; TP3:62406,62405,62405,62406,NA,Timepoint-Coordinated
Acropora pulchra,FUN_012946,3,1,1,TRUE,2,TP1:62436; TP2:62436; TP3:62435,62436,62436,62435,NA,Timepoint-Coordinated
Acropora pulchra,FUN_012989,3,1,1,TRUE,2,TP2:62596; TP3:62595; TP4:62596,NA,62596,62595,62596,Timepoint-Coordinated
Acropora pulchra,FUN_012992,4,1,1,TRUE,2,TP1:62600; TP2:62599; TP3:62600; TP4:62600,62600,62599,62600,62600,Timepoint-Coordinated
Acropora pulchra,FUN_013016,2,1,1,TRUE,2,TP1:62648; TP2:62646,62648,62646,NA,NA,Timepoint-Coordinated
Acropora pulchra,FUN_013063,4,1,1,TRUE,2,TP1:62779; TP2:62778; TP3:62778; TP4:62779,62779,62778,62778,62779,Timepoint-Coordinated
Acropora pulchra,FUN_013088,4,0.7,0.775,TRUE,2,TP1:62952; TP2:62949; TP3:62949; TP4:62952,62952,62949,62949,62952,Timepoint-Coordinated
Acropora pulchra,FUN_013124,3,1,1,TRUE,2,TP2:63102; TP3:63103; TP4:63103,NA,63102,63103,63103,Timepoint-Coordinated
Acropora pulchra,FUN_013137,4,0.7,0.725,TRUE,2,TP1:63135; TP2:63134; TP3:63134; TP4:63134,63135,63134,63134,63134,Timepoint-Coordinated
Acropora pulchra,FUN_013312,3,1,1,TRUE,2,TP1:63529; TP2:63530; TP3:63530,63529,63530,63530,NA,Timepoint-Coordinated
Acropora pulchra,FUN_013335,4,0.75,0.8348214285714286,TRUE,2,TP1:63735; TP2:63735; TP3:63735; TP4:63734,63735,63735,63735,63734,Timepoint-Coordinated
Acropora pulchra,FUN_013389,4,0.7,0.8,TRUE,2,TP1:64157; TP2:64158; TP3:64157; TP4:64157,64157,64158,64157,64157,Timepoint-Coordinated
Acropora pulchra,FUN_013396,4,0.7,0.875,TRUE,2,TP1:64215; TP2:64214; TP3:64215; TP4:64215,64215,64214,64215,64215,Timepoint-Coordinated
Acropora pulchra,FUN_013432,3,1,1,TRUE,2,TP1:64393; TP2:64394; TP4:64394,64393,64394,NA,64394,Timepoint-Coordinated
Acropora pulchra,FUN_013434,4,1,1,TRUE,2,TP1:64401; TP2:64401; TP3:64400; TP4:64400,64401,64401,64400,64400,Timepoint-Coordinated
Acropora pulchra,FUN_013479,2,1,1,TRUE,2,TP1:64558; TP3:64559,64558,NA,64559,NA,Timepoint-Coordinated
Acropora pulchra,FUN_013526,4,1,1,TRUE,2,TP1:64722; TP2:64723; TP3:64722; TP4:64722,64722,64723,64722,64722,Timepoint-Coordinated
Acropora pulchra,FUN_013564,2,1,1,TRUE,2,TP2:64926; TP3:64925,NA,64926,64925,NA,Timepoint-Coordinated
Acropora pulchra,FUN_013565,3,1,1,TRUE,2,TP2:64931; TP3:64932; TP4:64932,NA,64931,64932,64932,Timepoint-Coordinated
Acropora pulchra,FUN_013566,4,1,1,TRUE,2,TP1:64934; TP2:64935; TP3:64935; TP4:64934,64934,64935,64935,64934,Timepoint-Coordinated
Acropora pulchra,FUN_013568,2,1,1,TRUE,2,TP2:64938; TP3:64941,NA,64938,64941,NA,Timepoint-Coordinated
Acropora pulchra,FUN_013678,2,1,1,TRUE,2,TP1:65496; TP4:65497,65496,NA,NA,65497,Timepoint-Coordinated
Acropora pulchra,FUN_013717,3,1,1,TRUE,2,TP1:65567; TP2:65566; TP3:65567,65567,65566,65567,NA,Timepoint-Coordinated
Acropora pulchra,FUN_013718,3,1,1,TRUE,2,TP1:65569; TP2:65568; TP3:65569,65569,65568,65569,NA,Timepoint-Coordinated
Acropora pulchra,FUN_013720,3,1,1,TRUE,2,TP1:65573; TP2:65572; TP3:65573,65573,65572,65573,NA,Timepoint-Coordinated
Acropora pulchra,FUN_013721,3,1,1,TRUE,2,TP1:65575; TP2:65574; TP3:65575,65575,65574,65575,NA,Timepoint-Coordinated
Acropora pulchra,FUN_013754,4,1,1,TRUE,2,TP1:65654; TP2:65655; TP3:65655; TP4:65655,65654,65655,65655,65655,Timepoint-Coordinated
Acropora pulchra,FUN_013776,3,1,1,TRUE,2,TP1:65709; TP2:65709; TP4:65710,65709,65709,NA,65710,Timepoint-Coordinated
Acropora pulchra,FUN_013779,4,1,1,TRUE,2,TP1:65714; TP2:65713; TP3:65713; TP4:65714,65714,65713,65713,65714,Timepoint-Coordinated
Acropora pulchra,FUN_013780,4,1,1,TRUE,2,TP1:65715; TP2:65716; TP3:65716; TP4:65715,65715,65716,65716,65715,Timepoint-Coordinated
Acropora pulchra,FUN_013817,2,1,1,TRUE,2,TP2:65806; TP4:65805,NA,65806,NA,65805,Timepoint-Coordinated
Acropora pulchra,FUN_013819,4,0.75,0.825,TRUE,2,TP1:65809; TP2:65810; TP3:65810; TP4:65809,65809,65810,65810,65809,Timepoint-Coordinated
Acropora pulchra,FUN_013875,2,1,1,TRUE,2,TP1:65964; TP2:65965,65964,65965,NA,NA,Timepoint-Coordinated
Acropora pulchra,FUN_013877,3,1,1,TRUE,2,TP1:65970; TP3:65970; TP4:65969,65970,NA,65970,65969,Timepoint-Coordinated
Acropora pulchra,FUN_014049,3,1,1,TRUE,2,TP1:66378; TP3:66377; TP4:66377,66378,NA,66377,66377,Timepoint-Coordinated
Acropora pulchra,FUN_014067,2,1,1,TRUE,2,TP1:66415; TP2:66414,66415,66414,NA,NA,Timepoint-Coordinated
Acropora pulchra,FUN_014068,4,1,1,TRUE,2,TP1:66417; TP2:66416; TP3:66416; TP4:66416,66417,66416,66416,66416,Timepoint-Coordinated
Acropora pulchra,FUN_014095,4,0.7142857142857143,0.8174603174603174,TRUE,2,TP1:66507; TP2:66507; TP3:66508; TP4:66507,66507,66507,66508,66507,Timepoint-Coordinated
Acropora pulchra,FUN_014099,3,1,1,TRUE,2,TP1:66516; TP2:66516; TP3:66515,66516,66516,66515,NA,Timepoint-Coordinated
Acropora pulchra,FUN_014144,3,1,1,TRUE,2,TP1:66702; TP2:66703; TP3:66702,66702,66703,66702,NA,Timepoint-Coordinated
Acropora pulchra,FUN_014155,2,1,1,TRUE,2,TP1:66724; TP3:66725,66724,NA,66725,NA,Timepoint-Coordinated
Acropora pulchra,FUN_014220,4,1,1,TRUE,2,TP1:66869; TP2:66869; TP3:66869; TP4:66868,66869,66869,66869,66868,Timepoint-Coordinated
Acropora pulchra,FUN_014228,4,1,1,TRUE,2,TP1:66886; TP2:66885; TP3:66885; TP4:66885,66886,66885,66885,66885,Timepoint-Coordinated
Acropora pulchra,FUN_014236,2,1,1,TRUE,2,TP1:66915; TP2:66914,66915,66914,NA,NA,Timepoint-Coordinated
Acropora pulchra,FUN_014245,2,1,1,TRUE,2,TP1:66928; TP2:66929,66928,66929,NA,NA,Timepoint-Coordinated
Acropora pulchra,FUN_014278,3,1,1,TRUE,2,TP1:67021; TP3:67021; TP4:67023,67021,NA,67021,67023,Timepoint-Coordinated
Acropora pulchra,FUN_014314,4,1,1,TRUE,2,TP1:67086; TP2:67085; TP3:67086; TP4:67086,67086,67085,67086,67086,Timepoint-Coordinated
Acropora pulchra,FUN_014322,4,1,1,TRUE,3,TP1:67118; TP2:67117; TP3:67116; TP4:67117,67118,67117,67116,67117,Timepoint-Coordinated
Acropora pulchra,FUN_014344,3,1,1,TRUE,2,TP1:67190; TP2:67190; TP4:67191,67190,67190,NA,67191,Timepoint-Coordinated
Acropora pulchra,FUN_014367,4,0.75,0.9375,TRUE,2,TP1:67256; TP2:67256; TP3:67256; TP4:67255,67256,67256,67256,67255,Timepoint-Coordinated
Acropora pulchra,FUN_014380,3,1,1,TRUE,2,TP1:67283; TP2:67283; TP3:67282,67283,67283,67282,NA,Timepoint-Coordinated
